fileName,modelName,hipLen,weight,kneeDir,constViolat
03210343510401,human_9_exo_load3,1.8,base,1,0.0053212524495710395
03221428000211,human_9_exo_load3,1.8,hip,1,0.000605482650629681
03202244100421,human_9_exo_load3,1.8,knee,1,0.0082601651179082
03202010340431,human_9_exo_load3,1.8,ank,1,1.33381773971264e-06
03231115470241,human_9_exo_load3,1.8,hk,1,0.0010964900894058199
03210030140451,human_9_exo_load3,1.8,ha,1,0.0007485439079511378
03231807460261,human_9_exo_load3,1.8,ka,1,0.0019591277874360198
03220610420200,human_9_exo_load3,1.8,base,0,8.375299826066659e-05
03220305010210,human_9_exo_load3,1.8,hip,0,0.00497036389260255
03230156010220,human_9_exo_load3,1.8,knee,0,0.000729080754145763
03220330530230,human_9_exo_load3,1.8,ank,0,0.000135713649555995
03201742080442,human_9_exo_load3,1.8,hk,0,0.000548936649727905
03232328340250,human_9_exo_load3,1.8,ha,0,0.0101141878762295
03202138410462,human_9_exo_load3,1.8,ka,0,0.0009203621150148972
