fileName,modelName,hipLen,weight,kneeDir,constViolat
03220209500301,human_9,2.0754,base,1,0.00267383833863401
03200942160111,human_9,2.0754,hip,1,0.00807646889969408
03200948360121,human_9,2.0754,knee,1,0.00680435266063555
03220113210331,human_9,2.0754,ank,1,0.00530057115554424
03220056290341,human_9,2.0754,hk,1,0.00011378654732612901
03220219250351,human_9,2.0754,ha,1,0.00032035239123678704
03200938280161,human_9,2.0754,ka,1,7.77925479932048e-06
03220522020300,human_9,2.0754,base,0,1.98499392215434e-05
03200927350112,human_9,2.0754,hip,0,0.0014480746703514
03220644250320,human_9,2.0754,knee,0,0.00949676073118941
03200919260132,human_9,2.0754,ank,0,0.000329694945227592
03200804400142,human_9,2.0754,hk,0,0.000530697668254239
03200928050152,human_9,2.0754,ha,0,0.000591938444831959
03200938250162,human_9,2.0754,ka,0,0.000312049649927424
03220428190301,human_9_load,2.0754,base,1,0.00266895995268421
03230300150311,human_9_load,2.0754,hip,1,0.00272316882111485
03201003230121,human_9_load,2.0754,knee,1,0.00688266472923792
03201415350131,human_9_load,2.0754,ank,1,0.000462697164426462
03201305090141,human_9_load,2.0754,hk,1,0.000131764500447526
03220324120351,human_9_load,2.0754,ha,1,0.007811640993754791
03201337290161,human_9_load,2.0754,ka,1,0.00206269985776836
03200921420102,human_9_load,2.0754,base,0,4.07025420192443e-06
03200935050112,human_9_load,2.0754,hip,0,1.2124005172868801e-05
03201022030122,human_9_load,2.0754,knee,0,0.000490951731766309
03201243590132,human_9_load,2.0754,ank,0,2.6453261300056695e-05
03220157270340,human_9_load,2.0754,hk,0,0.0015890552912961801
03201128080152,human_9_load,2.0754,ha,0,0.0006373646939483768
03201137060162,human_9_load,2.0754,ka,0,0.00283972855975168
03201335340101,human_9_load2,2.0754,base,1,0.00115762695806843
03201936330111,human_9_load2,2.0754,hip,1,7.90070860014903e-05
03201711090121,human_9_load2,2.0754,knee,1,0.00111467695619012
03201417350131,human_9_load2,2.0754,ank,1,0.00047460855073678095
03201751560141,human_9_load2,2.0754,hk,1,3.21845245279118e-06
03201505440151,human_9_load2,2.0754,ha,1,0.00019076225592141104
03220203430361,human_9_load2,2.0754,ka,1,0.0008944841464307721
03201136070102,human_9_load2,2.0754,base,0,0.000505053368744235
03220147300310,human_9_load2,2.0754,hip,0,0.00150704997782531
03201501020122,human_9_load2,2.0754,knee,0,0.0010187851474841199
03201209450132,human_9_load2,2.0754,ank,0,0.0005777764884041758
03201614270142,human_9_load2,2.0754,hk,0,1.0368963521114599e-05
03201240300152,human_9_load2,2.0754,ha,0,0.00137522365812301
03201613000162,human_9_load2,2.0754,ka,0,0.000188057428427746
03201227350101,human_9_load3,2.0754,base,1,0.0043516943698449
03201240120111,human_9_load3,2.0754,hip,1,0.00264411212376126
03201329060121,human_9_load3,2.0754,knee,1,0.008139453039105559
03201411370131,human_9_load3,2.0754,ank,1,7.04755040437099e-06
03201530510141,human_9_load3,2.0754,hk,1,1.56742101942343e-05
03221449240351,human_9_load3,2.0754,ha,1,0.000345881266625687
03220142460361,human_9_load3,2.0754,ka,1,0.000496724922713283
03221431330300,human_9_load3,2.0754,base,0,1.96803463310947e-05
03201125050112,human_9_load3,2.0754,hip,0,0.000138190146534216
03221307280320,human_9_load3,2.0754,knee,0,0.00488567037603421
03201329370132,human_9_load3,2.0754,ank,0,3.21407917967176e-05
03220040150340,human_9_load3,2.0754,hk,0,0.00142600282595195
03201511240152,human_9_load3,2.0754,ha,0,0.00023064354115515497
03201052210162,human_9_load3,2.0754,ka,0,0.000278008814099289
03220202220301,human_9_exo_load,2.0754,base,1,0.0026953666672122
03220327470311,human_9_exo_load,2.0754,hip,1,3.0456851798088506e-05
03221456240321,human_9_exo_load,2.0754,knee,1,0.00295758428579529
03220150110331,human_9_exo_load,2.0754,ank,1,0.00238508696099596
03231124210341,human_9_exo_load,2.0754,hk,1,2.5080503918402107e-05
03220142570351,human_9_exo_load,2.0754,ha,1,0.0022501257034627693
03231103470361,human_9_exo_load,2.0754,ka,1,0.00865325355237863
03201217380102,human_9_exo_load,2.0754,base,0,0.00665949554444362
03220204510310,human_9_exo_load,2.0754,hip,0,0.000305988670392081
03201814290122,human_9_exo_load,2.0754,knee,0,0.000672853725295006
03220258120330,human_9_exo_load,2.0754,ank,0,0.00108450821798697
03201531250142,human_9_exo_load,2.0754,hk,0,0.000589729245316073
03201715530152,human_9_exo_load,2.0754,ha,0,0.000512440511857428
03220249210360,human_9_exo_load,2.0754,ka,0,3.93136087993695e-05
03221433060301,human_9_exo_load2,2.0754,base,1,0.008369810755932891
03232042240311,human_9_exo_load2,2.0754,hip,1,0.413765466830056
03231616190321,human_9_exo_load2,2.0754,knee,1,0.00623799885373305
03231813000331,human_9_exo_load2,2.0754,ank,1,0.009961096804604141
03220140150341,human_9_exo_load2,2.0754,hk,1,0.00470451653780341
03231101230351,human_9_exo_load2,2.0754,ha,1,0.000170182335317732
03202210580161,human_9_exo_load2,2.0754,ka,1,0.009737129846882173
03201523150102,human_9_exo_load2,2.0754,base,0,5.07407912509806e-06
03230314430310,human_9_exo_load2,2.0754,hip,0,0.00014655978668393999
03220202560320,human_9_exo_load2,2.0754,knee,0,0.00018581531297306102
03220231380330,human_9_exo_load2,2.0754,ank,0,0.00808756470894318
03201707300142,human_9_exo_load2,2.0754,hk,0,6.99527795573363e-05
03220201050350,human_9_exo_load2,2.0754,ha,0,0.000569831032614028
03202006150162,human_9_exo_load2,2.0754,ka,0,0.000372099099956047
03201840110101,human_9_exo_load3,2.0754,base,1,0.000194628714233254
03221436250311,human_9_exo_load3,2.0754,hip,1,0.007245484729378721
03231818470321,human_9_exo_load3,2.0754,knee,1,6.981482740447739e-05
03221419040331,human_9_exo_load3,2.0754,ank,1,0.00427757963768376
03220319060341,human_9_exo_load3,2.0754,hk,1,0.012566535463365
03231022180351,human_9_exo_load3,2.0754,ha,1,0.00936762350405828
03221459420361,human_9_exo_load3,2.0754,ka,1,0.00468685498191326
03201625580102,human_9_exo_load3,2.0754,base,0,0.000756889216810537
03201719040112,human_9_exo_load3,2.0754,hip,0,0.000131887701805091
03201629060122,human_9_exo_load3,2.0754,knee,0,0.00407036856404077
03220111470330,human_9_exo_load3,2.0754,ank,0,0.000160476868856176
03201534530142,human_9_exo_load3,2.0754,hk,0,0.000392519661821502
03220208150350,human_9_exo_load3,2.0754,ha,0,0.00010086066955793399
03201807310162,human_9_exo_load3,2.0754,ka,0,0.000323558385761316
