fileName,modelName,hipLen,weight,kneeDir,constViolat
03231112000421,human_9_exo_load,2.1,knee,1,0.0150634480755164
03231818470431,human_9_exo_load,2.1,ank,1,0.00344850794480053
03201425560241,human_9_exo_load,2.1,hk,1,0.0024563972416156
03231825090451,human_9_exo_load,2.1,ha,1,0.00147004022212788
03201815090261,human_9_exo_load,2.1,ka,1,0.000150803085219597
03220410270400,human_9_exo_load,2.1,base,0,0.00123414006881654
03201200170212,human_9_exo_load,2.1,hip,0,0.000110383966279033
03201408150222,human_9_exo_load,2.1,knee,0,0.0062915166211407894
03220137170430,human_9_exo_load,2.1,ank,0,0.000760854668424689
03201240400242,human_9_exo_load,2.1,hk,0,0.00137288168681695
03201515190252,human_9_exo_load,2.1,ha,0,6.27402653209974e-05
03220143390460,human_9_exo_load,2.1,ka,0,0.00110562793578528
03222012420401,human_9_exo_load2,2.1,base,1,0.00043504579004324703
03221420040411,human_9_exo_load2,2.1,hip,1,0.00493833675978571
03210226510221,human_9_exo_load2,2.1,knee,1,0.0517928460828682
03202016470231,human_9_exo_load2,2.1,ank,1,0.0027366985739420697
03230139190441,human_9_exo_load2,2.1,hk,1,0.000148693469503736
03221509430451,human_9_exo_load2,2.1,ha,1,0.00621984313112203
03231108380461,human_9_exo_load2,2.1,ka,1,0.0309787826659007
03220323220400,human_9_exo_load2,2.1,base,0,0.00132975429943818
03201504130212,human_9_exo_load2,2.1,hip,0,0.00013319187233726498
03220109120420,human_9_exo_load2,2.1,knee,0,4.3121667247202905e-06
03220117340430,human_9_exo_load2,2.1,ank,0,1.12241743882805e-06
03220428250440,human_9_exo_load2,2.1,hk,0,0.0032255356787743604
03201525390252,human_9_exo_load2,2.1,ha,0,0.00048445164514058494
03220517570460,human_9_exo_load2,2.1,ka,0,0.00761827417034837
03220144110401,human_9_exo_load3,2.1,base,1,0.00475510836613563
03231120510411,human_9_exo_load3,2.1,hip,1,0.0016487081548083801
03231822490421,human_9_exo_load3,2.1,knee,1,0.00108021111150727
03202123570231,human_9_exo_load3,2.1,ank,1,0.0029962694918606396
03230154450441,human_9_exo_load3,2.1,hk,1,0.00021359564005178202
03221426100451,human_9_exo_load3,2.1,ha,1,0.00665112214486283
03230148420461,human_9_exo_load3,2.1,ka,1,0.0067163597468057395
03202131030202,human_9_exo_load3,2.1,base,0,3.6084331601923e-06
03201551140212,human_9_exo_load3,2.1,hip,0,0.00228109868806454
03201557480222,human_9_exo_load3,2.1,knee,0,0.0021787560153286602
03220226320430,human_9_exo_load3,2.1,ank,0,0.000616471269108012
03201615450242,human_9_exo_load3,2.1,hk,0,0.000258092175993261
03201743100252,human_9_exo_load3,2.1,ha,0,8.92534723589722e-05
03220153260460,human_9_exo_load3,2.1,ka,0,0.000645778853454695
