Var1,Var2,Var3,Var4,Var5,Var6
02262310480301,human_9_load,2.2,base,1,1499.7519936816
02262310460302,human_9_load,2.2,base,0,2666.28023491582
02262310450401,human_9_load,1.8,base,1,1238.62120501247
02262310430402,human_9_load,1.8,base,0,2409.75852419013
02262310420501,human_9_load,1.6,base,1,1107.13942191432
02262310400502,human_9_load,1.6,base,0,2278.86524285841
02262310390111,human_9_load,2.0754,hip,1,1418.59191711278
02262310370112,human_9_load,2.0754,hip,0,2587.21154033715
02262310350211,human_9_load,2.1,hip,1,1434.62174543943
02262310340212,human_9_load,2.1,hip,0,2602.88725552918
02262310320311,human_9_load,2.2,hip,1,1499.7519936816
02262310300312,human_9_load,2.2,hip,0,2666.28023491582
02262310280411,human_9_load,1.8,hip,1,1238.62120501247
02262310260412,human_9_load,1.8,hip,0,2409.75852419013
02262310250511,human_9_load,1.6,hip,1,1107.13942191432
02262310230512,human_9_load,1.6,hip,0,2278.86524285841
02262311080121,human_9_load,2.0754,knee,1,1418.59191711278
02262311070122,human_9_load,2.0754,knee,0,2587.21154033715
02262311050221,human_9_load,2.1,knee,1,1434.62174543943
02262311030222,human_9_load,2.1,knee,0,2602.88725552918
02262311020321,human_9_load,2.2,knee,1,1499.7519936816
02262311010322,human_9_load,2.2,knee,0,2666.28023491582
02262310590421,human_9_load,1.8,knee,1,1238.62120501247
02262310580422,human_9_load,1.8,knee,0,2409.75852419013
02262310550521,human_9_load,1.6,knee,1,1107.13942191432
02262310540522,human_9_load,1.6,knee,0,2278.86524285841
02262310520131,human_9_load,2.0754,ank,1,1418.59191711278
02262310510132,human_9_load,2.0754,ank,0,2587.21154033715
02262310490231,human_9_load,2.1,ank,1,1434.62174543943
02262310470232,human_9_load,2.1,ank,0,2602.88725552918
02262310460331,human_9_load,2.2,ank,1,1499.7519936816
02262310440332,human_9_load,2.2,ank,0,2666.28023491582
02262310430431,human_9_load,1.8,ank,1,1238.62120501247
02262310410432,human_9_load,1.8,ank,0,2409.75852419013
02262310390531,human_9_load,1.6,ank,1,1107.13942191432
02262310380532,human_9_load,1.6,ank,0,2278.86524285841
02262310360141,human_9_load,2.0754,hk,1,1418.59191711278
02262310340142,human_9_load,2.0754,hk,0,2587.21154033715
02262310330241,human_9_load,2.1,hk,1,1434.62174543943
02262310310242,human_9_load,2.1,hk,0,2602.88725552918
02262310290341,human_9_load,2.2,hk,1,1499.7519936816
02262310280342,human_9_load,2.2,hk,0,2666.28023491582
02262310260441,human_9_load,1.8,hk,1,1238.62120501247
02262310240442,human_9_load,1.8,hk,0,2409.75852419013
02262310220541,human_9_load,1.6,hk,1,1107.13942191432
02262311090542,human_9_load,1.6,hk,0,2278.86524285841
02262311070151,human_9_load,2.0754,ha,1,1418.59191711278
02262311060152,human_9_load,2.0754,ha,0,2587.21154033715
02262311040251,human_9_load,2.1,ha,1,1434.62174543943
02262311030252,human_9_load,2.1,ha,0,2602.88725552918
02262311010351,human_9_load,2.2,ha,1,1499.7519936816
02262311000352,human_9_load,2.2,ha,0,2666.28023491582
02262310580451,human_9_load,1.8,ha,1,1238.62120501247
02262310570452,human_9_load,1.8,ha,0,2409.75852419013
02262310550551,human_9_load,1.6,ha,1,1107.13942191432
02262310530552,human_9_load,1.6,ha,0,2278.86524285841
02262310520161,human_9_load,2.0754,ka,1,1418.59191711278
02262310500162,human_9_load,2.0754,ka,0,2587.21154033715
02262310490261,human_9_load,2.1,ka,1,1434.62174543943
02262310470262,human_9_load,2.1,ka,0,2602.88725552918
02262310460361,human_9_load,2.2,ka,1,1499.7519936816
02262310440362,human_9_load,2.2,ka,0,2666.28023491582
02262310420461,human_9_load,1.8,ka,1,1238.62120501247
02262310410462,human_9_load,1.8,ka,0,2409.75852419013
02262310390561,human_9_load,1.6,ka,1,1107.13942191432
02262310370562,human_9_load,1.6,ka,0,2278.86524285841
02262310350101,human_9_load2,2.0754,base,1,1418.59191711278
02262310330102,human_9_load2,2.0754,base,0,2587.21154033715
02262310310201,human_9_load2,2.1,base,1,1434.62174543943
02262310290202,human_9_load2,2.1,base,0,2602.88725552918
02262310270301,human_9_load2,2.2,base,1,1499.7519936816
02262310260302,human_9_load2,2.2,base,0,2666.28023491582
02262310240401,human_9_load2,1.8,base,1,1238.62120501247
02262310220402,human_9_load2,1.8,base,0,2409.75852419013
02262311090501,human_9_load2,1.6,base,1,1107.13942191432
02262311070502,human_9_load2,1.6,base,0,2278.86524285841
02262311050111,human_9_load2,2.0754,hip,1,1418.59191711278
02262311030112,human_9_load2,2.0754,hip,0,2587.21154033715
02262311020211,human_9_load2,2.1,hip,1,1434.62174543943
02262311010212,human_9_load2,2.1,hip,0,2602.88725552918
02262310590311,human_9_load2,2.2,hip,1,1499.7519936816
02262310580312,human_9_load2,2.2,hip,0,2666.28023491582
02262310560411,human_9_load2,1.8,hip,1,1238.62120501247
02262310540412,human_9_load2,1.8,hip,0,2409.75852419013
02262310520511,human_9_load2,1.6,hip,1,1107.13942191432
02262310510512,human_9_load2,1.6,hip,0,2278.86524285841
02262310500121,human_9_load2,2.0754,knee,1,1418.59191711278
02262310480122,human_9_load2,2.0754,knee,0,2587.21154033715
02262310460221,human_9_load2,2.1,knee,1,1434.62174543943
02262310450222,human_9_load2,2.1,knee,0,2602.88725552918
02262310430321,human_9_load2,2.2,knee,1,1499.7519936816
02262310420322,human_9_load2,2.2,knee,0,2666.28023491582
02262310400421,human_9_load2,1.8,knee,1,1238.62120501247
02262310380422,human_9_load2,1.8,knee,0,2409.75852419013
02262310370521,human_9_load2,1.6,knee,1,1107.13942191432
02262310350522,human_9_load2,1.6,knee,0,2278.86524285841
02262310340131,human_9_load2,2.0754,ank,1,1418.59191711278
02262310320132,human_9_load2,2.0754,ank,0,2587.21154033715
02262310300231,human_9_load2,2.1,ank,1,1434.62174543943
02262310280232,human_9_load2,2.1,ank,0,2602.88725552918
02262310260331,human_9_load2,2.2,ank,1,1499.7519936816
02262310250332,human_9_load2,2.2,ank,0,2666.28023491582
02262310230431,human_9_load2,1.8,ank,1,1238.62120501247
02262311080432,human_9_load2,1.8,ank,0,2409.75852419013
02262311070531,human_9_load2,1.6,ank,1,1107.13942191432
02262311050532,human_9_load2,1.6,ank,0,2278.86524285841
02262311030141,human_9_load2,2.0754,hk,1,1418.59191711278
02262311020142,human_9_load2,2.0754,hk,0,2587.21154033715
02262311010241,human_9_load2,2.1,hk,1,1434.62174543943
02262310590242,human_9_load2,2.1,hk,0,2602.88725552918
02262310570341,human_9_load2,2.2,hk,1,1499.7519936816
02262310550342,human_9_load2,2.2,hk,0,2666.28023491582
02262310540441,human_9_load2,1.8,hk,1,1238.62120501247
02262310520442,human_9_load2,1.8,hk,0,2409.75852419013
02262310510541,human_9_load2,1.6,hk,1,1107.13942191432
02262310490542,human_9_load2,1.6,hk,0,2278.86524285841
02262310480151,human_9_load2,2.0754,ha,1,1418.59191711278
02262310460152,human_9_load2,2.0754,ha,0,2587.21154033715
02262310440251,human_9_load2,2.1,ha,1,1434.62174543943
02262310430252,human_9_load2,2.1,ha,0,2602.88725552918
02262310410351,human_9_load2,2.2,ha,1,1499.7519936816
02262310400352,human_9_load2,2.2,ha,0,2666.28023491582
02262310380451,human_9_load2,1.8,ha,1,1238.62120501247
02262310360452,human_9_load2,1.8,ha,0,2409.75852419013
02262310350551,human_9_load2,1.6,ha,1,1107.13942191432
02262310330552,human_9_load2,1.6,ha,0,2278.86524285841
02262310320161,human_9_load2,2.0754,ka,1,1418.59191711278
02262310290162,human_9_load2,2.0754,ka,0,2587.21154033715
02262310280261,human_9_load2,2.1,ka,1,1434.62174543943
02262310260262,human_9_load2,2.1,ka,0,2602.88725552918
02262310250361,human_9_load2,2.2,ka,1,1499.7519936816
02262310230362,human_9_load2,2.2,ka,0,2666.28023491582
02262311100461,human_9_load2,1.8,ka,1,1238.62120501247
02262311080462,human_9_load2,1.8,ka,0,2409.75852419013
02262311070561,human_9_load2,1.6,ka,1,1107.13942191432
02262311050562,human_9_load2,1.6,ka,0,2278.86524285841
02262311020101,human_9_load3,2.0754,base,1,1418.59191711278
02262311010102,human_9_load3,2.0754,base,0,2587.21154033715
02262310590201,human_9_load3,2.1,base,1,1434.62174543943
02262310580202,human_9_load3,2.1,base,0,2602.88725552918
02262310560301,human_9_load3,2.2,base,1,1499.7519936816
02262310540302,human_9_load3,2.2,base,0,2666.28023491582
02262310520401,human_9_load3,1.8,base,1,1238.62120501247
02262310510402,human_9_load3,1.8,base,0,2409.75852419013
02262310490501,human_9_load3,1.6,base,1,1107.13942191432
02262310480502,human_9_load3,1.6,base,0,2278.86524285841
02262310460111,human_9_load3,2.0754,hip,1,1418.59191711278
02262310440112,human_9_load3,2.0754,hip,0,2587.21154033715
02262310430211,human_9_load3,2.1,hip,1,1434.62174543943
02262310420212,human_9_load3,2.1,hip,0,2602.88725552918
02262310400311,human_9_load3,2.2,hip,1,1499.7519936816
02262310380312,human_9_load3,2.2,hip,0,2666.28023491582
02262310360411,human_9_load3,1.8,hip,1,1238.62120501247
02262310350412,human_9_load3,1.8,hip,0,2409.75852419013
02262310330511,human_9_load3,1.6,hip,1,1107.13942191432
02262310310512,human_9_load3,1.6,hip,0,2278.86524285841
02262310290121,human_9_load3,2.0754,knee,1,1418.59191711278
02262310270122,human_9_load3,2.0754,knee,0,2587.21154033715
02262310260221,human_9_load3,2.1,knee,1,1434.62174543943
02262310240222,human_9_load3,2.1,knee,0,2602.88725552918
02262310220321,human_9_load3,2.2,knee,1,1499.7519936816
02262311090322,human_9_load3,2.2,knee,0,2666.28023491582
02262311080421,human_9_load3,1.8,knee,1,1238.62120501247
02262311060422,human_9_load3,1.8,knee,0,2409.75852419013
02262311050521,human_9_load3,1.6,knee,1,1107.13942191432
02262311030522,human_9_load3,1.6,knee,0,2278.86524285841
02262311010131,human_9_load3,2.0754,ank,1,1418.59191711278
02262311000132,human_9_load3,2.0754,ank,0,2587.21154033715
02262310580231,human_9_load3,2.1,ank,1,1434.62174543943
02262310570232,human_9_load3,2.1,ank,0,2602.88725552918
02262310540331,human_9_load3,2.2,ank,1,1499.7519936816
02262310530332,human_9_load3,2.2,ank,0,2666.28023491582
02262310520431,human_9_load3,1.8,ank,1,1238.62120501247
02262310500432,human_9_load3,1.8,ank,0,2409.75852419013
02262310490531,human_9_load3,1.6,ank,1,1107.13942191432
02262310470532,human_9_load3,1.6,ank,0,2278.86524285841
02262310450141,human_9_load3,2.0754,hk,1,1418.59191711278
02262310430142,human_9_load3,2.0754,hk,0,2587.21154033715
02262310420241,human_9_load3,2.1,hk,1,1434.62174543943
02262310400242,human_9_load3,2.1,hk,0,2602.88725552918
02262310390341,human_9_load3,2.2,hk,1,1499.7519936816
02262310370342,human_9_load3,2.2,hk,0,2666.28023491582
02262310350441,human_9_load3,1.8,hk,1,1238.62120501247
02262310340442,human_9_load3,1.8,hk,0,2409.75852419013
02262310320541,human_9_load3,1.6,hk,1,1107.13942191432
02262310300542,human_9_load3,1.6,hk,0,2278.86524285841
02262310280151,human_9_load3,2.0754,ha,1,1418.59191711278
02262310260152,human_9_load3,2.0754,ha,0,2587.21154033715
02262310250251,human_9_load3,2.1,ha,1,1434.62174543943
02262310230252,human_9_load3,2.1,ha,0,2602.88725552918
02262311330351,human_9_load3,2.2,ha,1,1499.7519936816
02262311320352,human_9_load3,2.2,ha,0,2666.28023491582
02262311300451,human_9_load3,1.8,ha,1,1238.62120501247
02262311290452,human_9_load3,1.8,ha,0,2409.75852419013
02262311270551,human_9_load3,1.6,ha,1,1107.13942191432
02262311260552,human_9_load3,1.6,ha,0,2278.86524285841
02262311240161,human_9_load3,2.0754,ka,1,1418.59191711278
02262311220162,human_9_load3,2.0754,ka,0,2587.21154033715
02262311200261,human_9_load3,2.1,ka,1,1434.62174543943
02262311180262,human_9_load3,2.1,ka,0,2602.88725552918
02262311170361,human_9_load3,2.2,ka,1,1499.7519936816
02262311150362,human_9_load3,2.2,ka,0,2666.28023491582
02262311130461,human_9_load3,1.8,ka,1,1238.62120501247
02262311110462,human_9_load3,1.8,ka,0,2409.75852419013
02262311350561,human_9_load3,1.6,ka,1,1107.13942191432
02262311330562,human_9_load3,1.6,ka,0,2278.86524285841
02262311310101,human_9_exo_load,2.0754,base,1,2012.17272483581
02262311290102,human_9_exo_load,2.0754,base,0,3617.90531604475
02262311270201,human_9_exo_load,2.1,base,1,2034.91443612114
02262311260202,human_9_exo_load,2.1,base,0,3640.33830970319
02262311230301,human_9_exo_load,2.2,base,1,2127.30716981609
02262311210302,human_9_exo_load,2.2,base,0,3731.08134116424
02262311200401,human_9_exo_load,1.8,base,1,1756.80536655653
02262311180402,human_9_exo_load,1.8,base,0,3364.07288100365
02262311160501,human_9_exo_load,1.6,base,1,1570.20582970046
02262311150502,human_9_exo_load,1.6,base,0,3176.93815684971
02262311130111,human_9_exo_load,2.0754,hip,1,2012.17272483581
02262311110112,human_9_exo_load,2.0754,hip,0,3617.90531604475
02262311340211,human_9_exo_load,2.1,hip,1,2034.91443612114
02262311330212,human_9_exo_load,2.1,hip,0,3640.33830970319
02262311320311,human_9_exo_load,2.2,hip,1,2127.30716981609
02262311300312,human_9_exo_load,2.2,hip,0,3731.08134116424
02262311280411,human_9_exo_load,1.8,hip,1,1756.80536655653
02262311260412,human_9_exo_load,1.8,hip,0,3364.07288100365
02262311240511,human_9_exo_load,1.6,hip,1,1570.20582970046
02262311230512,human_9_exo_load,1.6,hip,0,3176.93815684971
02262311210121,human_9_exo_load,2.0754,knee,1,2012.17272483581
02262311190122,human_9_exo_load,2.0754,knee,0,3617.90531604475
02262311180221,human_9_exo_load,2.1,knee,1,2034.91443612114
02262311160222,human_9_exo_load,2.1,knee,0,3640.33830970319
02262311140321,human_9_exo_load,2.2,knee,1,2127.30716981609
02262311120322,human_9_exo_load,2.2,knee,0,3731.08134116424
02262311330421,human_9_exo_load,1.8,knee,1,1756.80536655653
02262311310422,human_9_exo_load,1.8,knee,0,3364.07288100365
02262311290521,human_9_exo_load,1.6,knee,1,1570.20582970046
02262311280522,human_9_exo_load,1.6,knee,0,3176.93815684971
02262311260131,human_9_exo_load,2.0754,ank,1,2012.17272483581
02262311240132,human_9_exo_load,2.0754,ank,0,3617.90531604475
02262311230231,human_9_exo_load,2.1,ank,1,2034.91443612114
02262311210232,human_9_exo_load,2.1,ank,0,3640.33830970319
02262311190331,human_9_exo_load,2.2,ank,1,2127.30716981609
02262311180332,human_9_exo_load,2.2,ank,0,3731.08134116424
02262311160431,human_9_exo_load,1.8,ank,1,1756.80536655653
02262311140432,human_9_exo_load,1.8,ank,0,3364.07288100365
02262311120531,human_9_exo_load,1.6,ank,1,1570.20582970046
02262311110532,human_9_exo_load,1.6,ank,0,3176.93815684971
02262311330141,human_9_exo_load,2.0754,hk,1,2012.17272483581
02262311320142,human_9_exo_load,2.0754,hk,0,3617.90531604475
02262311300241,human_9_exo_load,2.1,hk,1,2034.91443612114
02262311280242,human_9_exo_load,2.1,hk,0,3640.33830970319
02262311270341,human_9_exo_load,2.2,hk,1,2127.30716981609
02262311250342,human_9_exo_load,2.2,hk,0,3731.08134116424
02262311230441,human_9_exo_load,1.8,hk,1,1756.80536655653
02262311210442,human_9_exo_load,1.8,hk,0,3364.07288100365
02262311200541,human_9_exo_load,1.6,hk,1,1570.20582970046
02262311180542,human_9_exo_load,1.6,hk,0,3176.93815684971
02262311160151,human_9_exo_load,2.0754,ha,1,2012.17272483581
02262311140152,human_9_exo_load,2.0754,ha,0,3617.90531604475
02262311120251,human_9_exo_load,2.1,ha,1,2034.91443612114
02262311110252,human_9_exo_load,2.1,ha,0,3640.33830970319
02262311340351,human_9_exo_load,2.2,ha,1,2127.30716981609
02262311320352,human_9_exo_load,2.2,ha,0,3731.08134116424
02262311310451,human_9_exo_load,1.8,ha,1,1756.80536655653
02262311290452,human_9_exo_load,1.8,ha,0,3364.07288100365
02262311280551,human_9_exo_load,1.6,ha,1,1570.20582970046
02262311260552,human_9_exo_load,1.6,ha,0,3176.93815684971
02262311240161,human_9_exo_load,2.0754,ka,1,2012.17272483581
02262311220162,human_9_exo_load,2.0754,ka,0,3617.90531604475
02262311200261,human_9_exo_load,2.1,ka,1,2034.91443612114
02262311190262,human_9_exo_load,2.1,ka,0,3640.33830970319
02262311170361,human_9_exo_load,2.2,ka,1,2127.30716981609
02262311160362,human_9_exo_load,2.2,ka,0,3731.08134116424
02262311140461,human_9_exo_load,1.8,ka,1,1756.80536655653
02262311120462,human_9_exo_load,1.8,ka,0,3364.07288100365
02262311340561,human_9_exo_load,1.6,ka,1,1570.20582970046
02262311330562,human_9_exo_load,1.6,ka,0,3176.93815684971
02262311300101,human_9_exo_load2,2.0754,base,1,2524.83485978435
02262311280102,human_9_exo_load2,2.0754,base,0,4635.9388608177
02262311270201,human_9_exo_load2,2.1,base,1,2553.26900940691
02262311250202,human_9_exo_load2,2.1,base,0,4663.970300502
02262311230301,human_9_exo_load2,2.2,base,1,2668.72327007679
02262311210302,human_9_exo_load2,2.2,base,0,4777.37808865203
02262311190401,human_9_exo_load2,1.8,base,1,2205.22848434379
02262311170402,human_9_exo_load2,1.8,base,0,4318.85033383673
02262311160501,human_9_exo_load2,1.6,base,1,1971.41528081984
02262311140502,human_9_exo_load2,1.6,base,0,4085.15848130576
02262311120111,human_9_exo_load2,2.0754,hip,1,2524.83485978435
02262311110112,human_9_exo_load2,2.0754,hip,0,4635.9388608177
02262311320211,human_9_exo_load2,2.1,hip,1,2553.26900940691
02262311310212,human_9_exo_load2,2.1,hip,0,4663.970300502
02262311290311,human_9_exo_load2,2.2,hip,1,2668.72327007679
02262311280312,human_9_exo_load2,2.2,hip,0,4777.37808865203
02262311260411,human_9_exo_load2,1.8,hip,1,2205.22848434379
02262311240412,human_9_exo_load2,1.8,hip,0,4318.85033383673
02262311220511,human_9_exo_load2,1.6,hip,1,1971.41528081984
02262311210512,human_9_exo_load2,1.6,hip,0,4085.15848130576
02262311190121,human_9_exo_load2,2.0754,knee,1,2524.83485978435
02262311170122,human_9_exo_load2,2.0754,knee,0,4635.9388608177
02262311160221,human_9_exo_load2,2.1,knee,1,2553.26900940691
02262311140222,human_9_exo_load2,2.1,knee,0,4663.970300502
02262311120321,human_9_exo_load2,2.2,knee,1,2668.72327007679
02262311110322,human_9_exo_load2,2.2,knee,0,4777.37808865203
02262311430421,human_9_exo_load2,1.8,knee,1,2205.22848434379
02262311410422,human_9_exo_load2,1.8,knee,0,4318.85033383673
02262311400521,human_9_exo_load2,1.6,knee,1,1971.41528081984
02262311380522,human_9_exo_load2,1.6,knee,0,4085.15848130576
02262311360131,human_9_exo_load2,2.0754,ank,1,2524.83485978435
02262311350132,human_9_exo_load2,2.0754,ank,0,4635.9388608177
02262311340231,human_9_exo_load2,2.1,ank,1,2553.26900940691
02262311450232,human_9_exo_load2,2.1,ank,0,4663.970300502
02262311430331,human_9_exo_load2,2.2,ank,1,2668.72327007679
02262311420332,human_9_exo_load2,2.2,ank,0,4777.37808865203
02262311400431,human_9_exo_load2,1.8,ank,1,2205.22848434379
02262311380432,human_9_exo_load2,1.8,ank,0,4318.85033383673
02262311370531,human_9_exo_load2,1.6,ank,1,1971.41528081984
02262311350532,human_9_exo_load2,1.6,ank,0,4085.15848130576
02262311450141,human_9_exo_load2,2.0754,hk,1,2524.83485978435
02262311430142,human_9_exo_load2,2.0754,hk,0,4635.9388608177
02262311410241,human_9_exo_load2,2.1,hk,1,2553.26900940691
02262311400242,human_9_exo_load2,2.1,hk,0,4663.970300502
02262311380341,human_9_exo_load2,2.2,hk,1,2668.72327007679
02262311370342,human_9_exo_load2,2.2,hk,0,4777.37808865203
02262311350441,human_9_exo_load2,1.8,hk,1,2205.22848434379
02262311460442,human_9_exo_load2,1.8,hk,0,4318.85033383673
02262311450541,human_9_exo_load2,1.6,hk,1,1971.41528081984
02262311440542,human_9_exo_load2,1.6,hk,0,4085.15848130576
02262311420151,human_9_exo_load2,2.0754,ha,1,2524.83485978435
02262311400152,human_9_exo_load2,2.0754,ha,0,4635.9388608177
02262311390251,human_9_exo_load2,2.1,ha,1,2553.26900940691
02262311370252,human_9_exo_load2,2.1,ha,0,4663.970300502
02262311450351,human_9_exo_load2,2.2,ha,1,2668.72327007679
02262311430352,human_9_exo_load2,2.2,ha,0,4777.37808865203
02262311410451,human_9_exo_load2,1.8,ha,1,2205.22848434379
02262311400452,human_9_exo_load2,1.8,ha,0,4318.85033383673
02262311380551,human_9_exo_load2,1.6,ha,1,1971.41528081984
02262311360552,human_9_exo_load2,1.6,ha,0,4085.15848130576
02262311350161,human_9_exo_load2,2.0754,ka,1,2524.83485978435
02262311460162,human_9_exo_load2,2.0754,ka,0,4635.9388608177
02262311440261,human_9_exo_load2,2.1,ka,1,2553.26900940691
02262311420262,human_9_exo_load2,2.1,ka,0,4663.970300502
02262311410361,human_9_exo_load2,2.2,ka,1,2668.72327007679
02262311390362,human_9_exo_load2,2.2,ka,0,4777.37808865203
02262311370461,human_9_exo_load2,1.8,ka,1,2205.22848434379
02262311360462,human_9_exo_load2,1.8,ka,0,4318.85033383673
02262311470561,human_9_exo_load2,1.6,ka,1,1971.41528081984
02262311460562,human_9_exo_load2,1.6,ka,0,4085.15848130576
02262311430101,human_9_exo_load3,2.0754,base,1,3037.30252632843
02262311410102,human_9_exo_load3,2.0754,base,0,5653.51979581596
02262311390201,human_9_exo_load3,2.1,base,1,3071.42605924806
02262311380202,human_9_exo_load3,2.1,base,0,5687.14686182827
02262311360301,human_9_exo_load3,2.2,base,1,3209.92947688055
02262311470302,human_9_exo_load3,2.2,base,0,5823.20803734697
02262311450401,human_9_exo_load3,1.8,base,1,2653.49164277399
02262311440402,human_9_exo_load3,1.8,base,0,5273.20726122308
02262311420501,human_9_exo_load3,1.6,base,1,2372.49016389865
02262311400502,human_9_exo_load3,1.6,base,0,4992.98208697662
02262311380111,human_9_exo_load3,2.0754,hip,1,3037.30252632843
02262311370112,human_9_exo_load3,2.0754,hip,0,5653.51979581596
02262311510211,human_9_exo_load3,2.1,hip,1,3071.42605924806
02262311490212,human_9_exo_load3,2.1,hip,0,5687.14686182827
02262311470311,human_9_exo_load3,2.2,hip,1,3209.92947688055
02262311460312,human_9_exo_load3,2.2,hip,0,5823.20803734697
02262311520411,human_9_exo_load3,1.8,hip,1,2653.49164277399
02262311500412,human_9_exo_load3,1.8,hip,0,5273.20726122308
02262311490511,human_9_exo_load3,1.6,hip,1,2372.49016389865
02262311470512,human_9_exo_load3,1.6,hip,0,4992.98208697662
02262311520121,human_9_exo_load3,2.0754,knee,1,3037.30252632843
02262311510122,human_9_exo_load3,2.0754,knee,0,5653.51979581596
02262311490221,human_9_exo_load3,2.1,knee,1,3071.42605924806
02262311470222,human_9_exo_load3,2.1,knee,0,5687.14686182827
02262311530321,human_9_exo_load3,2.2,knee,1,3209.92947688055
02262311520322,human_9_exo_load3,2.2,knee,0,5823.20803734697
02262311500421,human_9_exo_load3,1.8,knee,1,2653.49164277399
02262311480422,human_9_exo_load3,1.8,knee,0,5273.20726122308
02262311540521,human_9_exo_load3,1.6,knee,1,2372.49016389865
02262311530522,human_9_exo_load3,1.6,knee,0,4992.98208697662
02262311510131,human_9_exo_load3,2.0754,ank,1,3037.30252632843
02262311490132,human_9_exo_load3,2.0754,ank,0,5653.51979581596
02262311530231,human_9_exo_load3,2.1,ank,1,3071.42605924806
02262311510232,human_9_exo_load3,2.1,ank,0,5687.14686182827
02262311490331,human_9_exo_load3,2.2,ank,1,3209.92947688055
02262311470332,human_9_exo_load3,2.2,ank,0,5823.20803734697
02262311530431,human_9_exo_load3,1.8,ank,1,2653.49164277399
02262311520432,human_9_exo_load3,1.8,ank,0,5273.20726122308
