fileName,modelName,hipLen,weight,kneeDir,constViolat
02271715020361,human_9_load,2.2,ka,1,1499.7519936816
02271714570362,human_9_load,2.2,ka,0,2666.28023491582
02271714520461,human_9_load,1.8,ka,1,1238.62120501247
02271714470462,human_9_load,1.8,ka,0,2409.75852419013
02271715030561,human_9_load,1.6,ka,1,1107.13942191432
02271714570562,human_9_load,1.6,ka,0,2278.86524285841
02271714520101,human_9_load2,2.0754,base,1,1418.59191833068
02271714470102,human_9_load2,2.0754,base,0,2587.2113608083
02271715050201,human_9_load2,2.1,base,1,1434.62174543943
02271714590202,human_9_load2,2.1,base,0,2602.88725552918
02271714540301,human_9_load2,2.2,base,1,1499.7519936816
02271714490302,human_9_load2,2.2,base,0,2666.28023491582
02271715040401,human_9_load2,1.8,base,1,1238.62120501247
02271714590402,human_9_load2,1.8,base,0,2409.75852419013
02271714540501,human_9_load2,1.6,base,1,1107.13942191432
02271714490502,human_9_load2,1.6,base,0,2278.86524285841
02271715030111,human_9_load2,2.0754,hip,1,1418.59191833068
02271714580112,human_9_load2,2.0754,hip,0,2587.2113608083
02271714530211,human_9_load2,2.1,hip,1,1434.62174543943
02271714490212,human_9_load2,2.1,hip,0,2602.88725552918
02271715020311,human_9_load2,2.2,hip,1,1499.7519936816
02271714570312,human_9_load2,2.2,hip,0,2666.28023491582
02271714530411,human_9_load2,1.8,hip,1,1238.62120501247
02271714470412,human_9_load2,1.8,hip,0,2409.75852419013
02271715020511,human_9_load2,1.6,hip,1,1107.13942191432
02271714570512,human_9_load2,1.6,hip,0,2278.86524285841
02271714520121,human_9_load2,2.0754,knee,1,1418.59191833068
02271714480122,human_9_load2,2.0754,knee,0,2587.2113608083
02271715010221,human_9_load2,2.1,knee,1,1434.62174543943
02271714570222,human_9_load2,2.1,knee,0,2602.88725552918
02271714530321,human_9_load2,2.2,knee,1,1499.7519936816
02271714480322,human_9_load2,2.2,knee,0,2666.28023491582
02271715030421,human_9_load2,1.8,knee,1,1238.62120501247
02271714580422,human_9_load2,1.8,knee,0,2409.75852419013
02271714530521,human_9_load2,1.6,knee,1,1107.13942191432
02271714480522,human_9_load2,1.6,knee,0,2278.86524285841
02271715020131,human_9_load2,2.0754,ank,1,1418.59191833068
02271714570132,human_9_load2,2.0754,ank,0,2587.2113608083
02271714530231,human_9_load2,2.1,ank,1,1434.62174543943
02271714480232,human_9_load2,2.1,ank,0,2602.88725552918
02271715040331,human_9_load2,2.2,ank,1,1499.7519936816
02271714590332,human_9_load2,2.2,ank,0,2666.28023491582
02271714540431,human_9_load2,1.8,ank,1,1238.62120501247
02271714490432,human_9_load2,1.8,ank,0,2409.75852419013
02271715010531,human_9_load2,1.6,ank,1,1107.13942191432
02271714570532,human_9_load2,1.6,ank,0,2278.86524285841
02271714520141,human_9_load2,2.0754,hk,1,1418.59191833068
02271714480142,human_9_load2,2.0754,hk,0,2587.2113608083
02271715020241,human_9_load2,2.1,hk,1,1434.62174543943
02271714570242,human_9_load2,2.1,hk,0,2602.88725552918
02271714530341,human_9_load2,2.2,hk,1,1499.7519936816
02271714480342,human_9_load2,2.2,hk,0,2666.28023491582
02271715010441,human_9_load2,1.8,hk,1,1238.62120501247
02271714570442,human_9_load2,1.8,hk,0,2409.75852419013
02271714530541,human_9_load2,1.6,hk,1,1107.13942191432
02271714480542,human_9_load2,1.6,hk,0,2278.86524285841
02271715030151,human_9_load2,2.0754,ha,1,1418.59191833068
02271714580152,human_9_load2,2.0754,ha,0,2587.2113608083
02271714540251,human_9_load2,2.1,ha,1,1434.62174543943
02271714490252,human_9_load2,2.1,ha,0,2602.88725552918
02271715010351,human_9_load2,2.2,ha,1,1499.7519936816
02271714570352,human_9_load2,2.2,ha,0,2666.28023491582
02271714530451,human_9_load2,1.8,ha,1,1238.62120501247
02271714480452,human_9_load2,1.8,ha,0,2409.75852419013
02271715020551,human_9_load2,1.6,ha,1,1107.13942191432
02271714570552,human_9_load2,1.6,ha,0,2278.86524285841
02271714530161,human_9_load2,2.0754,ka,1,1418.59191833068
02271714480162,human_9_load2,2.0754,ka,0,2587.2113608083
02271715030261,human_9_load2,2.1,ka,1,1434.62174543943
02271714590262,human_9_load2,2.1,ka,0,2602.88725552918
02271714540361,human_9_load2,2.2,ka,1,1499.7519936816
02271714490362,human_9_load2,2.2,ka,0,2666.28023491582
02271715040461,human_9_load2,1.8,ka,1,1238.62120501247
02271714590462,human_9_load2,1.8,ka,0,2409.75852419013
02271714540561,human_9_load2,1.6,ka,1,1107.13942191432
02271714490562,human_9_load2,1.6,ka,0,2278.86524285841
02271715060101,human_9_load3,2.0754,base,1,1418.59191833068
02271715000102,human_9_load3,2.0754,base,0,2587.2113608083
02271714550201,human_9_load3,2.1,base,1,1434.62174543943
02271714500202,human_9_load3,2.1,base,0,2602.88725552918
02271715050301,human_9_load3,2.2,base,1,1499.7519936816
02271715000302,human_9_load3,2.2,base,0,2666.28023491582
02271714550401,human_9_load3,1.8,base,1,1238.62120501247
02271714490402,human_9_load3,1.8,base,0,2409.75852419013
02271715020501,human_9_load3,1.6,base,1,1107.13942191432
02271714570502,human_9_load3,1.6,base,0,2278.86524285841
02271714530111,human_9_load3,2.0754,hip,1,1418.59191833068
02271714480112,human_9_load3,2.0754,hip,0,2587.2113608083
02271715020211,human_9_load3,2.1,hip,1,1434.62174543943
02271714570212,human_9_load3,2.1,hip,0,2602.88725552918
02271714530311,human_9_load3,2.2,hip,1,1499.7519936816
02271714480312,human_9_load3,2.2,hip,0,2666.28023491582
02271715040411,human_9_load3,1.8,hip,1,1238.62120501247
02271714590412,human_9_load3,1.8,hip,0,2409.75852419013
02271714540511,human_9_load3,1.6,hip,1,1107.13942191432
02271714490512,human_9_load3,1.6,hip,0,2278.86524285841
02271715020121,human_9_load3,2.0754,knee,1,1418.59191833068
02271714580122,human_9_load3,2.0754,knee,0,2587.2113608083
02271714530221,human_9_load3,2.1,knee,1,1434.62174543943
02271714480222,human_9_load3,2.1,knee,0,2602.88725552918
02271715040321,human_9_load3,2.2,knee,1,1499.7519936816
02271714590322,human_9_load3,2.2,knee,0,2666.28023491582
02271714540421,human_9_load3,1.8,knee,1,1238.62120501247
02271714480422,human_9_load3,1.8,knee,0,2409.75852419013
02271715040521,human_9_load3,1.6,knee,1,1107.13942191432
02271714590522,human_9_load3,1.6,knee,0,2278.86524285841
02271714540131,human_9_load3,2.0754,ank,1,1418.59191833068
02271714490132,human_9_load3,2.0754,ank,0,2587.2113608083
02271715040231,human_9_load3,2.1,ank,1,1434.62174543943
02271714590232,human_9_load3,2.1,ank,0,2602.88725552918
02271714540331,human_9_load3,2.2,ank,1,1499.7519936816
02271714490332,human_9_load3,2.2,ank,0,2666.28023491582
02271715000431,human_9_load3,1.8,ank,1,1238.62120501247
02271714560432,human_9_load3,1.8,ank,0,2409.75852419013
02271714520531,human_9_load3,1.6,ank,1,1107.13942191432
02271714470532,human_9_load3,1.6,ank,0,2278.86524285841
02271715090141,human_9_load3,2.0754,hk,1,1418.59191833068
02271715050142,human_9_load3,2.0754,hk,0,2587.2113608083
02271715140241,human_9_load3,2.1,hk,1,1434.62174543943
02271715090242,human_9_load3,2.1,hk,0,2602.88725552918
02271715110341,human_9_load3,2.2,hk,1,1499.7519936816
02271715070342,human_9_load3,2.2,hk,0,2666.28023491582
02271715100441,human_9_load3,1.8,hk,1,1238.62120501247
02271715050442,human_9_load3,1.8,hk,0,2409.75852419013
02271715130541,human_9_load3,1.6,hk,1,1107.13942191432
02271715080542,human_9_load3,1.6,hk,0,2278.86524285841
02271715150151,human_9_load3,2.0754,ha,1,1418.59191833068
02271715090152,human_9_load3,2.0754,ha,0,2587.2113608083
02271715120251,human_9_load3,2.1,ha,1,1434.62174543943
02271715070252,human_9_load3,2.1,ha,0,2602.88725552918
02271715110351,human_9_load3,2.2,ha,1,1499.7519936816
02271715060352,human_9_load3,2.2,ha,0,2666.28023491582
02271715120451,human_9_load3,1.8,ha,1,1238.62120501247
02271715070452,human_9_load3,1.8,ha,0,2409.75852419013
02271715120551,human_9_load3,1.6,ha,1,1107.13942191432
02271715080552,human_9_load3,1.6,ha,0,2278.86524285841
02271715120161,human_9_load3,2.0754,ka,1,1418.59191833068
02271715080162,human_9_load3,2.0754,ka,0,2587.2113608083
02271715140261,human_9_load3,2.1,ka,1,1434.62174543943
02271715080262,human_9_load3,2.1,ka,0,2602.88725552918
02271715090361,human_9_load3,2.2,ka,1,1499.7519936816
02271715050362,human_9_load3,2.2,ka,0,2666.28023491582
02271715120461,human_9_load3,1.8,ka,1,1238.62120501247
02271715080462,human_9_load3,1.8,ka,0,2409.75852419013
02271715140561,human_9_load3,1.6,ka,1,1107.13942191432
02271715090562,human_9_load3,1.6,ka,0,2278.86524285841
02271715120101,human_9_exo_load,2.0754,base,1,2012.17278761607
02271715080102,human_9_exo_load,2.0754,base,0,3617.90501210715
02271715130201,human_9_exo_load,2.1,base,1,2034.91443612114
02271715080202,human_9_exo_load,2.1,base,0,3640.33830970319
02271715120301,human_9_exo_load,2.2,base,1,2127.30716981609
02271715080302,human_9_exo_load,2.2,base,0,3731.08134116424
02271715120401,human_9_exo_load,1.8,base,1,1756.80536655653
02271715070402,human_9_exo_load,1.8,base,0,3364.07288100364
02271715130501,human_9_exo_load,1.6,base,1,1570.20582970046
02271715070502,human_9_exo_load,1.6,base,0,3176.93815684971
02271715110111,human_9_exo_load,2.0754,hip,1,2012.17278761607
02271715070112,human_9_exo_load,2.0754,hip,0,3617.90501210715
02271715130211,human_9_exo_load,2.1,hip,1,2034.91443612114
02271715080212,human_9_exo_load,2.1,hip,0,3640.33830970319
02271715110311,human_9_exo_load,2.2,hip,1,2127.30716981609
02271715060312,human_9_exo_load,2.2,hip,0,3731.08134116424
02271715120411,human_9_exo_load,1.8,hip,1,1756.80536655653
02271715080412,human_9_exo_load,1.8,hip,0,3364.07288100364
02271715120511,human_9_exo_load,1.6,hip,1,1570.20582970046
02271715070512,human_9_exo_load,1.6,hip,0,3176.93815684971
02271715140121,human_9_exo_load,2.0754,knee,1,2012.17278761607
02271715090122,human_9_exo_load,2.0754,knee,0,3617.90501210715
02271715150221,human_9_exo_load,2.1,knee,1,2034.91443612114
02271715100222,human_9_exo_load,2.1,knee,0,3640.33830970319
02271715140321,human_9_exo_load,2.2,knee,1,2127.30716981609
02271715090322,human_9_exo_load,2.2,knee,0,3731.08134116424
02271715160421,human_9_exo_load,1.8,knee,1,1756.80536655653
02271715110422,human_9_exo_load,1.8,knee,0,3364.07288100364
02271715140521,human_9_exo_load,1.6,knee,1,1570.20582970046
02271715090522,human_9_exo_load,1.6,knee,0,3176.93815684971
02271715120131,human_9_exo_load,2.0754,ank,1,2012.17278761607
02271715070132,human_9_exo_load,2.0754,ank,0,3617.90501210715
02271715140231,human_9_exo_load,2.1,ank,1,2034.91443612114
02271715100232,human_9_exo_load,2.1,ank,0,3640.33830970319
02271715140331,human_9_exo_load,2.2,ank,1,2127.30716981609
02271715090332,human_9_exo_load,2.2,ank,0,3731.08134116424
02271715120431,human_9_exo_load,1.8,ank,1,1756.80536655653
02271715080432,human_9_exo_load,1.8,ank,0,3364.07288100364
02271715140531,human_9_exo_load,1.6,ank,1,1570.20582970046
02271715090532,human_9_exo_load,1.6,ank,0,3176.93815684971
02271715140141,human_9_exo_load,2.0754,hk,1,2012.17278761607
02271715100142,human_9_exo_load,2.0754,hk,0,3617.90501210715
02271715160241,human_9_exo_load,2.1,hk,1,2034.91443612114
02271715110242,human_9_exo_load,2.1,hk,0,3640.33830970319
02271715150341,human_9_exo_load,2.2,hk,1,2127.30716981609
02271715100342,human_9_exo_load,2.2,hk,0,3731.08134116424
02271715170441,human_9_exo_load,1.8,hk,1,1756.80536655653
02271715120442,human_9_exo_load,1.8,hk,0,3364.07288100364
02271715150541,human_9_exo_load,1.6,hk,1,1570.20582970046
02271715100542,human_9_exo_load,1.6,hk,0,3176.93815684971
02271715150151,human_9_exo_load,2.0754,ha,1,2012.17278761607
02271715090152,human_9_exo_load,2.0754,ha,0,3617.90501210715
02271715160251,human_9_exo_load,2.1,ha,1,2034.91443612114
02271715120252,human_9_exo_load,2.1,ha,0,3640.33830970319
02271715150351,human_9_exo_load,2.2,ha,1,2127.30716981609
02271715100352,human_9_exo_load,2.2,ha,0,3731.08134116424
02271715170451,human_9_exo_load,1.8,ha,1,1756.80536655653
02271715120452,human_9_exo_load,1.8,ha,0,3364.07288100364
02271715150551,human_9_exo_load,1.6,ha,1,1570.20582970046
02271715100552,human_9_exo_load,1.6,ha,0,3176.93815684971
02271715150161,human_9_exo_load,2.0754,ka,1,2012.17278761607
02271715100162,human_9_exo_load,2.0754,ka,0,3617.90501210715
02271715150261,human_9_exo_load,2.1,ka,1,2034.91443612114
02271715110262,human_9_exo_load,2.1,ka,0,3640.33830970319
02271715160361,human_9_exo_load,2.2,ka,1,2127.30716981609
02271715110362,human_9_exo_load,2.2,ka,0,3731.08134116424
02271715180461,human_9_exo_load,1.8,ka,1,1756.80536655653
02271715140462,human_9_exo_load,1.8,ka,0,3364.07288100364
02271715160561,human_9_exo_load,1.6,ka,1,1570.20582970046
02271715110562,human_9_exo_load,1.6,ka,0,3176.93815684971
02271715150101,human_9_exo_load2,2.0754,base,1,2524.83492256462
02271715160102,human_9_exo_load2,2.0754,base,0,4635.9385568801
02271715150201,human_9_exo_load2,2.1,base,1,2553.26900940691
02271715160202,human_9_exo_load2,2.1,base,0,4663.970300502
02271715170301,human_9_exo_load2,2.2,base,1,2668.72327007679
02271715170302,human_9_exo_load2,2.2,base,0,4777.37808865204
02271715170401,human_9_exo_load2,1.8,base,1,2205.22848434379
02271715170402,human_9_exo_load2,1.8,base,0,4318.85033383673
02271715210501,human_9_exo_load2,1.6,base,1,1971.41528081984
02271715180502,human_9_exo_load2,1.6,base,0,4085.15848130576
02271715180111,human_9_exo_load2,2.0754,hip,1,2524.83492256462
02271715170112,human_9_exo_load2,2.0754,hip,0,4635.9385568801
02271715180211,human_9_exo_load2,2.1,hip,1,2553.26900940691
02271715180212,human_9_exo_load2,2.1,hip,0,4663.970300502
02271715180311,human_9_exo_load2,2.2,hip,1,2668.72327007679
02271715180312,human_9_exo_load2,2.2,hip,0,4777.37808865204
02271715190411,human_9_exo_load2,1.8,hip,1,2205.22848434379
02271715180412,human_9_exo_load2,1.8,hip,0,4318.85033383673
02271715210511,human_9_exo_load2,1.6,hip,1,1971.41528081984
02271715180512,human_9_exo_load2,1.6,hip,0,4085.15848130576
02271715180121,human_9_exo_load2,2.0754,knee,1,2524.83492256462
02271715180122,human_9_exo_load2,2.0754,knee,0,4635.9385568801
02271715190221,human_9_exo_load2,2.1,knee,1,2553.26900940691
02271715190222,human_9_exo_load2,2.1,knee,0,4663.970300502
02271715200321,human_9_exo_load2,2.2,knee,1,2668.72327007679
02271715200322,human_9_exo_load2,2.2,knee,0,4777.37808865204
02271715200421,human_9_exo_load2,1.8,knee,1,2205.22848434379
02271715200422,human_9_exo_load2,1.8,knee,0,4318.85033383673
02271715210521,human_9_exo_load2,1.6,knee,1,1971.41528081984
02271715200522,human_9_exo_load2,1.6,knee,0,4085.15848130576
02271715210131,human_9_exo_load2,2.0754,ank,1,2524.83492256462
02271715210132,human_9_exo_load2,2.0754,ank,0,4635.9385568801
02271715210231,human_9_exo_load2,2.1,ank,1,2553.26900940691
02271715200232,human_9_exo_load2,2.1,ank,0,4663.970300502
02271715190331,human_9_exo_load2,2.2,ank,1,2668.72327007679
02271715200332,human_9_exo_load2,2.2,ank,0,4777.37808865204
02271715200431,human_9_exo_load2,1.8,ank,1,2205.22848434379
02271715210432,human_9_exo_load2,1.8,ank,0,4318.85033383673
02271715220531,human_9_exo_load2,1.6,ank,1,1971.41528081984
02271715220532,human_9_exo_load2,1.6,ank,0,4085.15848130576
02271715220141,human_9_exo_load2,2.0754,hk,1,2524.83492256462
02271715220142,human_9_exo_load2,2.0754,hk,0,4635.9385568801
02271715220241,human_9_exo_load2,2.1,hk,1,2553.26900940691
02271715230242,human_9_exo_load2,2.1,hk,0,4663.970300502
02271715230341,human_9_exo_load2,2.2,hk,1,2668.72327007679
02271715210342,human_9_exo_load2,2.2,hk,0,4777.37808865204
02271715220441,human_9_exo_load2,1.8,hk,1,2205.22848434379
02271715220442,human_9_exo_load2,1.8,hk,0,4318.85033383673
02271715220541,human_9_exo_load2,1.6,hk,1,1971.41528081984
02271715260542,human_9_exo_load2,1.6,hk,0,4085.15848130576
02271715190151,human_9_exo_load2,2.0754,ha,1,2524.83492256462
02271715190152,human_9_exo_load2,2.0754,ha,0,4635.9385568801
02271715200251,human_9_exo_load2,2.1,ha,1,2553.26900940691
02271715210252,human_9_exo_load2,2.1,ha,0,4663.970300502
02271715210351,human_9_exo_load2,2.2,ha,1,2668.72327007679
02271715210352,human_9_exo_load2,2.2,ha,0,4777.37808865204
02271715220451,human_9_exo_load2,1.8,ha,1,2205.22848434379
02271715220452,human_9_exo_load2,1.8,ha,0,4318.85033383673
02271715220551,human_9_exo_load2,1.6,ha,1,1971.41528081984
02271715220552,human_9_exo_load2,1.6,ha,0,4085.15848130576
02271715270161,human_9_exo_load2,2.0754,ka,1,2524.83492256462
02271715220162,human_9_exo_load2,2.0754,ka,0,4635.9385568801
02271715270261,human_9_exo_load2,2.1,ka,1,2553.26900940691
02271715220262,human_9_exo_load2,2.1,ka,0,4663.970300502
02271715270361,human_9_exo_load2,2.2,ka,1,2668.72327007679
02271715220362,human_9_exo_load2,2.2,ka,0,4777.37808865204
02271715300461,human_9_exo_load2,1.8,ka,1,2205.22848434379
02271715240462,human_9_exo_load2,1.8,ka,0,4318.85033383673
02271715280561,human_9_exo_load2,1.6,ka,1,1971.41528081984
02271715230562,human_9_exo_load2,1.6,ka,0,4085.15848130576
02271715290101,human_9_exo_load3,2.0754,base,1,3037.3025891087
02271715240102,human_9_exo_load3,2.0754,base,0,5653.51949187836
02271715280201,human_9_exo_load3,2.1,base,1,3071.42605924806
02271715240202,human_9_exo_load3,2.1,base,0,5687.14686182827
02271715280301,human_9_exo_load3,2.2,base,1,3209.92947688055
02271715240302,human_9_exo_load3,2.2,base,0,5823.20803734698
02271715280401,human_9_exo_load3,1.8,base,1,2653.49164277399
02271715240402,human_9_exo_load3,1.8,base,0,5273.20726122308
02271715290501,human_9_exo_load3,1.6,base,1,2372.49016389865
02271715250502,human_9_exo_load3,1.6,base,0,4992.98208697662
02271715310111,human_9_exo_load3,2.0754,hip,1,3037.3025891087
02271715260112,human_9_exo_load3,2.0754,hip,0,5653.51949187836
02271715290211,human_9_exo_load3,2.1,hip,1,3071.42605924806
02271715250212,human_9_exo_load3,2.1,hip,0,5687.14686182827
02271715290311,human_9_exo_load3,2.2,hip,1,3209.92947688055
02271715250312,human_9_exo_load3,2.2,hip,0,5823.20803734698
02271715310411,human_9_exo_load3,1.8,hip,1,2653.49164277399
02271715270412,human_9_exo_load3,1.8,hip,0,5273.20726122308
02271715320511,human_9_exo_load3,1.6,hip,1,2372.49016389865
02271715270512,human_9_exo_load3,1.6,hip,0,4992.98208697662
02271715320121,human_9_exo_load3,2.0754,knee,1,3037.3025891087
02271715260122,human_9_exo_load3,2.0754,knee,0,5653.51949187836
02271715320221,human_9_exo_load3,2.1,knee,1,3071.42605924806
02271715270222,human_9_exo_load3,2.1,knee,0,5687.14686182827
02271715310321,human_9_exo_load3,2.2,knee,1,3209.92947688055
02271715260322,human_9_exo_load3,2.2,knee,0,5823.20803734698
02271715320421,human_9_exo_load3,1.8,knee,1,2653.49164277399
02271715270422,human_9_exo_load3,1.8,knee,0,5273.20726122308
02271715310521,human_9_exo_load3,1.6,knee,1,2372.49016389865
02271715260522,human_9_exo_load3,1.6,knee,0,4992.98208697662
02271715300131,human_9_exo_load3,2.0754,ank,1,3037.3025891087
02271715260132,human_9_exo_load3,2.0754,ank,0,5653.51949187836
02271715310231,human_9_exo_load3,2.1,ank,1,3071.42605924806
02271715260232,human_9_exo_load3,2.1,ank,0,5687.14686182827
02271715330331,human_9_exo_load3,2.2,ank,1,3209.92947688055
02271715270332,human_9_exo_load3,2.2,ank,0,5823.20803734698
02271715310431,human_9_exo_load3,1.8,ank,1,2653.49164277399
