fileName,modelName,hipLen,weight,kneeDir,constViolat
03200935110501,human_9,1.6,base,1,0.000732849284090744
03200943440511,human_9,1.6,hip,1,0.00156946286764409
03220415290121,human_9,1.6,knee,1,0.0012150020782801699
03201006000531,human_9,1.6,ank,1,0.00039933174889537996
03200840210541,human_9,1.6,hk,1,0.000492510945326561
03220423090151,human_9,1.6,ha,1,0.00143156895152514
03221431030161,human_9,1.6,ka,1,5.84415586310926e-05
03200924070502,human_9,1.6,base,0,0.00476048632461994
03200948170512,human_9,1.6,hip,0,0.00118485799742406
03200936370522,human_9,1.6,knee,0,0.000180520333752208
03201014020532,human_9,1.6,ank,0,5.25488895187598e-05
03200954110542,human_9,1.6,hk,0,0.00012765227322034198
03200815210552,human_9,1.6,ha,0,0.009185931762387571
03200909100562,human_9,1.6,ka,0,0.00921886300881555
03200936170501,human_9_load,1.6,base,1,0.000184713414723752
03201012530511,human_9_load,1.6,hip,1,0.000126145342339072
03200951080521,human_9_load,1.6,knee,1,0.00200866048952765
03231117280131,human_9_load,1.6,ank,1,0.0070211197061148
03201258490541,human_9_load,1.6,hk,1,0.000749255093885304
03220228410151,human_9_load,1.6,ha,1,0.000530609561875408
03201339070561,human_9_load,1.6,ka,1,4.888537390168589e-06
03220721440100,human_9_load,1.6,base,0,2.76388415427164e-05
03201002540512,human_9_load,1.6,hip,0,0.00312945180418489
03200942460522,human_9_load,1.6,knee,0,0.00248079350304118
03201218100532,human_9_load,1.6,ank,0,0.00100198593595418
03201112120542,human_9_load,1.6,hk,0,0.00016208481695122
03201138280552,human_9_load,1.6,ha,0,0.00109244504083581
03201208560562,human_9_load,1.6,ka,0,0.0014752474511311301
03201359350501,human_9_load2,1.6,base,1,0.00174061832515223
03201041500511,human_9_load2,1.6,hip,1,8.88874428250034e-06
03201438050521,human_9_load2,1.6,knee,1,0.000353248239630995
03201646300531,human_9_load2,1.6,ank,1,0.0002584062244759
03201444390541,human_9_load2,1.6,hk,1,0.000150681415692975
03201321280551,human_9_load2,1.6,ha,1,6.0731234569302294e-05
03202239380561,human_9_load2,1.6,ka,1,0.00015465311896530604
03201138080502,human_9_load2,1.6,base,0,0.0023076553183896307
03200956070512,human_9_load2,1.6,hip,0,4.142566281517771e-05
03201234000522,human_9_load2,1.6,knee,0,0.00223277187293524
03221553410130,human_9_load2,1.6,ank,0,0.00130738920771834
03220157240140,human_9_load2,1.6,hk,0,0.0052666523270707
03201114240552,human_9_load2,1.6,ha,0,0.00378328936127008
03220209560160,human_9_load2,1.6,ka,0,0.00022020822851468905
03201255470501,human_9_load3,1.6,base,1,0.000623318914547455
03220142450111,human_9_load3,1.6,hip,1,2.45548524161654e-05
03201250310521,human_9_load3,1.6,knee,1,0.000209746168215779
03201350210531,human_9_load3,1.6,ank,1,5.41562700365183e-05
03201707020541,human_9_load3,1.6,hk,1,0.00127395981405114
03201335490551,human_9_load3,1.6,ha,1,0.0035549775710380102
03201419200561,human_9_load3,1.6,ka,1,0.00334933835345357
03201024430502,human_9_load3,1.6,base,0,0.000278662949303543
03201418370512,human_9_load3,1.6,hip,0,0.0067715463259428715
03201100040522,human_9_load3,1.6,knee,0,0.00639039623947703
03201215420532,human_9_load3,1.6,ank,0,0.00011746809962339499
03201514170542,human_9_load3,1.6,hk,0,0.00923823494757155
03201140560552,human_9_load3,1.6,ha,0,0.00106395326859087
03201138230562,human_9_load3,1.6,ka,0,0.00112045314344931
03201500430501,human_9_exo_load,1.6,base,1,0.009706357998380993
03220249040111,human_9_exo_load,1.6,hip,1,2.9047497558563e-05
03230149350121,human_9_exo_load,1.6,knee,1,0.0135665474618145
03201534010531,human_9_exo_load,1.6,ank,1,0.00038475381999079103
03220210110141,human_9_exo_load,1.6,hk,1,0.0009660918832941401
03201947190551,human_9_exo_load,1.6,ha,1,0.00290831400173217
03201713550561,human_9_exo_load,1.6,ka,1,7.310971267452841e-05
03201223210502,human_9_exo_load,1.6,base,0,0.00051161227261773
03201041390512,human_9_exo_load,1.6,hip,0,0.00150812077581039
03201435200522,human_9_exo_load,1.6,knee,0,0.00271475420510773
03201336480532,human_9_exo_load,1.6,ank,0,0.0065468372113744785
03220155070140,human_9_exo_load,1.6,hk,0,0.00676624428116873
03201910010552,human_9_exo_load,1.6,ha,0,0.00330064858692955
03201526180562,human_9_exo_load,1.6,ka,0,0.0042085678097873785
03221916140101,human_9_exo_load2,1.6,base,1,8.990344010115121e-05
03201702480511,human_9_exo_load2,1.6,hip,1,0.0033179372521547107
03201659510521,human_9_exo_load2,1.6,knee,1,0.000170835236596654
03201707060531,human_9_exo_load2,1.6,ank,1,0.0093035744517517
03201719030541,human_9_exo_load2,1.6,hk,1,0.0031474928136005
03210119030551,human_9_exo_load2,1.6,ha,1,0.00411837826975899
03201538370561,human_9_exo_load2,1.6,ka,1,3.907131859886e-05
03230212230100,human_9_exo_load2,1.6,base,0,0.00553817739608206
03201522350512,human_9_exo_load2,1.6,hip,0,0.00552243712603349
03201510110522,human_9_exo_load2,1.6,knee,0,0.00813578463940361
03201526420532,human_9_exo_load2,1.6,ank,0,3.0526460121942404e-05
03221417270140,human_9_exo_load2,1.6,hk,0,5.72675536867396e-05
03220526190150,human_9_exo_load2,1.6,ha,0,0.000355112144213994
03220111500160,human_9_exo_load2,1.6,ka,0,0.00041984461190777597
03221646580101,human_9_exo_load3,1.6,base,1,0.000152454501538042
03201917140511,human_9_exo_load3,1.6,hip,1,0.00068155523785192
03231843280121,human_9_exo_load3,1.6,knee,1,0.0341983990028846
03202341280531,human_9_exo_load3,1.6,ank,1,0.0020991672722358
03201842240541,human_9_exo_load3,1.6,hk,1,0.000630078523292497
03201925490551,human_9_exo_load3,1.6,ha,1,5.45453503128842e-06
03220346160161,human_9_exo_load3,1.6,ka,1,0.000433249979421342
03201437330502,human_9_exo_load3,1.6,base,0,0.00129529641479622
03201652300512,human_9_exo_load3,1.6,hip,0,3.14876365032712e-05
03221423580120,human_9_exo_load3,1.6,knee,0,0.000102023576974366
