Var1,Var2,Var3,Var4,Var5,Var6
02270118210302,human_9_load2,2.2,base,0,2666.28023491582
02270118160401,human_9_load2,1.8,base,1,1238.62120501247
02270118110402,human_9_load2,1.8,base,0,2409.75852419013
02270118220501,human_9_load2,1.6,base,1,1107.13942191432
02270118170502,human_9_load2,1.6,base,0,2278.86524285841
02270118110111,human_9_load2,2.0754,hip,1,1418.59191833068
02270118200112,human_9_load2,2.0754,hip,0,2587.2113608083
02270118150211,human_9_load2,2.1,hip,1,1434.62174543943
02270118100212,human_9_load2,2.1,hip,0,2602.88725552918
02270118200311,human_9_load2,2.2,hip,1,1499.7519936816
02270118150312,human_9_load2,2.2,hip,0,2666.28023491582
02270118110411,human_9_load2,1.8,hip,1,1238.62120501247
02270118250412,human_9_load2,1.8,hip,0,2409.75852419013
02270118190511,human_9_load2,1.6,hip,1,1107.13942191432
02270118120512,human_9_load2,1.6,hip,0,2278.86524285841
02270118210121,human_9_load2,2.0754,knee,1,1418.59191833068
02270118170122,human_9_load2,2.0754,knee,0,2587.2113608083
02270118120221,human_9_load2,2.1,knee,1,1434.62174543943
02270118220222,human_9_load2,2.1,knee,0,2602.88725552918
02270118170321,human_9_load2,2.2,knee,1,1499.7519936816
02270118120322,human_9_load2,2.2,knee,0,2666.28023491582
02270118220421,human_9_load2,1.8,knee,1,1238.62120501247
02270118170422,human_9_load2,1.8,knee,0,2409.75852419013
02270118120521,human_9_load2,1.6,knee,1,1107.13942191432
02270118210522,human_9_load2,1.6,knee,0,2278.86524285841
02270118160131,human_9_load2,2.0754,ank,1,1418.59191833068
02270118110132,human_9_load2,2.0754,ank,0,2587.2113608083
02270118200231,human_9_load2,2.1,ank,1,1434.62174543943
02270118160232,human_9_load2,2.1,ank,0,2602.88725552918
02270118110331,human_9_load2,2.2,ank,1,1499.7519936816
02270118210332,human_9_load2,2.2,ank,0,2666.28023491582
02270118160431,human_9_load2,1.8,ank,1,1238.62120501247
02270118120432,human_9_load2,1.8,ank,0,2409.75852419013
02270118180531,human_9_load2,1.6,ank,1,1107.13942191432
02270118140532,human_9_load2,1.6,ank,0,2278.86524285841
02270118100141,human_9_load2,2.0754,hk,1,1418.59191833068
02270118180142,human_9_load2,2.0754,hk,0,2587.2113608083
02270118150241,human_9_load2,2.1,hk,1,1434.62174543943
02270118100242,human_9_load2,2.1,hk,0,2602.88725552918
02270118170341,human_9_load2,2.2,hk,1,1499.7519936816
02270118140342,human_9_load2,2.2,hk,0,2666.28023491582
02270118100441,human_9_load2,1.8,hk,1,1238.62120501247
02270118180442,human_9_load2,1.8,hk,0,2409.75852419013
02270118140541,human_9_load2,1.6,hk,1,1107.13942191432
02270118100542,human_9_load2,1.6,hk,0,2278.86524285841
02270118170151,human_9_load2,2.0754,ha,1,1418.59191833068
02270118140152,human_9_load2,2.0754,ha,0,2587.2113608083
02270118110251,human_9_load2,2.1,ha,1,1434.62174543943
02270118190252,human_9_load2,2.1,ha,0,2602.88725552918
02270118150351,human_9_load2,2.2,ha,1,1499.7519936816
02270118110352,human_9_load2,2.2,ha,0,2666.28023491582
02270118200451,human_9_load2,1.8,ha,1,1238.62120501247
02270118160452,human_9_load2,1.8,ha,0,2409.75852419013
02270118110551,human_9_load2,1.6,ha,1,1107.13942191432
02270118170552,human_9_load2,1.6,ha,0,2278.86524285841
02270118140161,human_9_load2,2.0754,ka,1,1418.59191833068
02270118100162,human_9_load2,2.0754,ka,0,2587.2113608083
02270118190261,human_9_load2,2.1,ka,1,1434.62174543943
02270118150262,human_9_load2,2.1,ka,0,2602.88725552918
02270118110361,human_9_load2,2.2,ka,1,1499.7519936816
02270118190362,human_9_load2,2.2,ka,0,2666.28023491582
02270118150461,human_9_load2,1.8,ka,1,1238.62120501247
02270118110462,human_9_load2,1.8,ka,0,2409.75852419013
02270118200561,human_9_load2,1.6,ka,1,1107.13942191432
02270118160562,human_9_load2,1.6,ka,0,2278.86524285841
02270118110101,human_9_load3,2.0754,base,1,1418.59191833068
02270118190102,human_9_load3,2.0754,base,0,2587.2113608083
02270118150201,human_9_load3,2.1,base,1,1434.62174543943
02270118100202,human_9_load3,2.1,base,0,2602.88725552918
02270118240301,human_9_load3,2.2,base,1,1499.7519936816
02270118190302,human_9_load3,2.2,base,0,2666.28023491582
02270118140401,human_9_load3,1.8,base,1,1238.62120501247
02270118190402,human_9_load3,1.8,base,0,2409.75852419013
02270118150501,human_9_load3,1.6,base,1,1107.13942191432
02270118110502,human_9_load3,1.6,base,0,2278.86524285841
02270118190111,human_9_load3,2.0754,hip,1,1418.59191833068
02270118150112,human_9_load3,2.0754,hip,0,2587.2113608083
02270118110211,human_9_load3,2.1,hip,1,1434.62174543943
02270118160212,human_9_load3,2.1,hip,0,2602.88725552918
02270118130311,human_9_load3,2.2,hip,1,1499.7519936816
02270118090312,human_9_load3,2.2,hip,0,2666.28023491582
02270118190411,human_9_load3,1.8,hip,1,1238.62120501247
02270118150412,human_9_load3,1.8,hip,0,2409.75852419013
02270118110511,human_9_load3,1.6,hip,1,1107.13942191432
02270118200512,human_9_load3,1.6,hip,0,2278.86524285841
02270118150121,human_9_load3,2.0754,knee,1,1418.59191833068
02270118110122,human_9_load3,2.0754,knee,0,2587.2113608083
02270118200221,human_9_load3,2.1,knee,1,1434.62174543943
02270118160222,human_9_load3,2.1,knee,0,2602.88725552918
02270118110321,human_9_load3,2.2,knee,1,1499.7519936816
02270118180322,human_9_load3,2.2,knee,0,2666.28023491582
02270118140421,human_9_load3,1.8,knee,1,1238.62120501247
02270118100422,human_9_load3,1.8,knee,0,2409.75852419013
02270118200521,human_9_load3,1.6,knee,1,1107.13942191432
02270118150522,human_9_load3,1.6,knee,0,2278.86524285841
02270118110131,human_9_load3,2.0754,ank,1,1418.59191833068
02270118170132,human_9_load3,2.0754,ank,0,2587.2113608083
02270118140231,human_9_load3,2.1,ank,1,1434.62174543943
02270118100232,human_9_load3,2.1,ank,0,2602.88725552918
02270118200331,human_9_load3,2.2,ank,1,1499.7519936816
02270118160332,human_9_load3,2.2,ank,0,2666.28023491582
02270118110431,human_9_load3,1.8,ank,1,1238.62120501247
02270118190432,human_9_load3,1.8,ank,0,2409.75852419013
02270118140531,human_9_load3,1.6,ank,1,1107.13942191432
02270118100532,human_9_load3,1.6,ank,0,2278.86524285841
02270118190141,human_9_load3,2.0754,hk,1,1418.59191833068
02270118150142,human_9_load3,2.0754,hk,0,2587.2113608083
02270118100241,human_9_load3,2.1,hk,1,1434.62174543943
02270118200242,human_9_load3,2.1,hk,0,2602.88725552918
02270118160341,human_9_load3,2.2,hk,1,1499.7519936816
02270118110342,human_9_load3,2.2,hk,0,2666.28023491582
02270118210441,human_9_load3,1.8,hk,1,1238.62120501247
02270118170442,human_9_load3,1.8,hk,0,2409.75852419013
02270118120541,human_9_load3,1.6,hk,1,1107.13942191432
02270118200542,human_9_load3,1.6,hk,0,2278.86524285841
02270118150151,human_9_load3,2.0754,ha,1,1418.59191833068
02270118110152,human_9_load3,2.0754,ha,0,2587.2113608083
02270118210251,human_9_load3,2.1,ha,1,1434.62174543943
02270118160252,human_9_load3,2.1,ha,0,2602.88725552918
02270118120351,human_9_load3,2.2,ha,1,1499.7519936816
02270118230352,human_9_load3,2.2,ha,0,2666.28023491582
02270118180451,human_9_load3,1.8,ha,1,1238.62120501247
02270118120452,human_9_load3,1.8,ha,0,2409.75852419013
02270118230551,human_9_load3,1.6,ha,1,1107.13942191432
02270118180552,human_9_load3,1.6,ha,0,2278.86524285841
02270118130161,human_9_load3,2.0754,ka,1,1418.59191833068
02270118180162,human_9_load3,2.0754,ka,0,2587.2113608083
02270118140261,human_9_load3,2.1,ka,1,1434.62174543943
02270118100262,human_9_load3,2.1,ka,0,2602.88725552918
02270118210361,human_9_load3,2.2,ka,1,1499.7519936816
02270118160362,human_9_load3,2.2,ka,0,2666.28023491582
02270118110461,human_9_load3,1.8,ka,1,1238.62120501247
02270118240462,human_9_load3,1.8,ka,0,2409.75852419013
02270118190561,human_9_load3,1.6,ka,1,1107.13942191432
02270118130562,human_9_load3,1.6,ka,0,2278.86524285841
02270118190101,human_9_exo_load,2.0754,base,1,2012.17278761607
02270118170102,human_9_exo_load,2.0754,base,0,3617.90501210715
02270118200201,human_9_exo_load,2.1,base,1,2034.91443612114
02270118170202,human_9_exo_load,2.1,base,0,3640.33830970319
02270118290301,human_9_exo_load,2.2,base,1,2127.30716981609
02270118250302,human_9_exo_load,2.2,base,0,3731.08134116424
02270118260401,human_9_exo_load,1.8,base,1,1756.80536655653
02270118220402,human_9_exo_load,1.8,base,0,3364.07288100364
02270118270501,human_9_exo_load,1.6,base,1,1570.20582970046
02270118220502,human_9_exo_load,1.6,base,0,3176.93815684971
02270118300111,human_9_exo_load,2.0754,hip,1,2012.17278761607
02270118260112,human_9_exo_load,2.0754,hip,0,3617.90501210715
02270118260211,human_9_exo_load,2.1,hip,1,2034.91443612114
02270118230212,human_9_exo_load,2.1,hip,0,3640.33830970319
02270118270311,human_9_exo_load,2.2,hip,1,2127.30716981609
02270118230312,human_9_exo_load,2.2,hip,0,3731.08134116424
02270118280411,human_9_exo_load,1.8,hip,1,1756.80536655653
02270118240412,human_9_exo_load,1.8,hip,0,3364.07288100364
02270118270511,human_9_exo_load,1.6,hip,1,1570.20582970046
02270118230512,human_9_exo_load,1.6,hip,0,3176.93815684971
02270118250121,human_9_exo_load,2.0754,knee,1,2012.17278761607
02270118210122,human_9_exo_load,2.0754,knee,0,3617.90501210715
02270118260221,human_9_exo_load,2.1,knee,1,2034.91443612114
02270118220222,human_9_exo_load,2.1,knee,0,3640.33830970319
02270118290321,human_9_exo_load,2.2,knee,1,2127.30716981609
02270118250322,human_9_exo_load,2.2,knee,0,3731.08134116424
02270118260421,human_9_exo_load,1.8,knee,1,1756.80536655653
02270118220422,human_9_exo_load,1.8,knee,0,3364.07288100364
02270118280521,human_9_exo_load,1.6,knee,1,1570.20582970046
02270118240522,human_9_exo_load,1.6,knee,0,3176.93815684971
02270118260131,human_9_exo_load,2.0754,ank,1,2012.17278761607
02270118220132,human_9_exo_load,2.0754,ank,0,3617.90501210715
02270118310231,human_9_exo_load,2.1,ank,1,2034.91443612114
02270118260232,human_9_exo_load,2.1,ank,0,3640.33830970319
02270118260331,human_9_exo_load,2.2,ank,1,2127.30716981609
02270118230332,human_9_exo_load,2.2,ank,0,3731.08134116424
02270118280431,human_9_exo_load,1.8,ank,1,1756.80536655653
02270118240432,human_9_exo_load,1.8,ank,0,3364.07288100364
02270118280531,human_9_exo_load,1.6,ank,1,1570.20582970046
02270118240532,human_9_exo_load,1.6,ank,0,3176.93815684971
02270118270141,human_9_exo_load,2.0754,hk,1,2012.17278761607
02270118230142,human_9_exo_load,2.0754,hk,0,3617.90501210715
02270118270241,human_9_exo_load,2.1,hk,1,2034.91443612114
02270118230242,human_9_exo_load,2.1,hk,0,3640.33830970319
02270118280341,human_9_exo_load,2.2,hk,1,2127.30716981609
02270118240342,human_9_exo_load,2.2,hk,0,3731.08134116424
02270118270441,human_9_exo_load,1.8,hk,1,1756.80536655653
02270118230442,human_9_exo_load,1.8,hk,0,3364.07288100364
02270118270541,human_9_exo_load,1.6,hk,1,1570.20582970046
02270118230542,human_9_exo_load,1.6,hk,0,3176.93815684971
02270118320151,human_9_exo_load,2.0754,ha,1,2012.17278761607
02270118270152,human_9_exo_load,2.0754,ha,0,3617.90501210715
02270118280251,human_9_exo_load,2.1,ha,1,2034.91443612114
02270118240252,human_9_exo_load,2.1,ha,0,3640.33830970319
02270118310351,human_9_exo_load,2.2,ha,1,2127.30716981609
02270118260352,human_9_exo_load,2.2,ha,0,3731.08134116424
02270118290451,human_9_exo_load,1.8,ha,1,1756.80536655653
02270118250452,human_9_exo_load,1.8,ha,0,3364.07288100364
02270118280551,human_9_exo_load,1.6,ha,1,1570.20582970046
02270118240552,human_9_exo_load,1.6,ha,0,3176.93815684971
02270118300161,human_9_exo_load,2.0754,ka,1,2012.17278761607
02270118250162,human_9_exo_load,2.0754,ka,0,3617.90501210715
02270118310261,human_9_exo_load,2.1,ka,1,2034.91443612114
02270118260262,human_9_exo_load,2.1,ka,0,3640.33830970319
02270118310361,human_9_exo_load,2.2,ka,1,2127.30716981609
02270118260362,human_9_exo_load,2.2,ka,0,3731.08134116424
02270118290461,human_9_exo_load,1.8,ka,1,1756.80536655653
02270118250462,human_9_exo_load,1.8,ka,0,3364.07288100364
02270118300561,human_9_exo_load,1.6,ka,1,1570.20582970046
02270118260562,human_9_exo_load,1.6,ka,0,3176.93815684971
02270118270101,human_9_exo_load2,2.0754,base,1,2524.83492256462
02270118230102,human_9_exo_load2,2.0754,base,0,4635.9385568801
02270118290201,human_9_exo_load2,2.1,base,1,2553.26900940691
02270118240202,human_9_exo_load2,2.1,base,0,4663.970300502
02270118320301,human_9_exo_load2,2.2,base,1,2668.72327007679
02270118270302,human_9_exo_load2,2.2,base,0,4777.37808865204
02270118290401,human_9_exo_load2,1.8,base,1,2205.22848434379
02270118250402,human_9_exo_load2,1.8,base,0,4318.85033383673
02270118290501,human_9_exo_load2,1.6,base,1,1971.41528081984
02270118250502,human_9_exo_load2,1.6,base,0,4085.15848130576
02270118350111,human_9_exo_load2,2.0754,hip,1,2524.83492256462
02270118290112,human_9_exo_load2,2.0754,hip,0,4635.9385568801
02270118290211,human_9_exo_load2,2.1,hip,1,2553.26900940691
02270118250212,human_9_exo_load2,2.1,hip,0,4663.970300502
02270118330311,human_9_exo_load2,2.2,hip,1,2668.72327007679
02270118280312,human_9_exo_load2,2.2,hip,0,4777.37808865204
02270118260411,human_9_exo_load2,1.8,hip,1,2205.22848434379
02270118220412,human_9_exo_load2,1.8,hip,0,4318.85033383673
02270118290511,human_9_exo_load2,1.6,hip,1,1971.41528081984
02270118250512,human_9_exo_load2,1.6,hip,0,4085.15848130576
02270118310121,human_9_exo_load2,2.0754,knee,1,2524.83492256462
02270118260122,human_9_exo_load2,2.0754,knee,0,4635.9385568801
02270118340221,human_9_exo_load2,2.1,knee,1,2553.26900940691
02270118290222,human_9_exo_load2,2.1,knee,0,4663.970300502
02270118300321,human_9_exo_load2,2.2,knee,1,2668.72327007679
02270118260322,human_9_exo_load2,2.2,knee,0,4777.37808865204
02270118320421,human_9_exo_load2,1.8,knee,1,2205.22848434379
02270118260422,human_9_exo_load2,1.8,knee,0,4318.85033383673
02270118310521,human_9_exo_load2,1.6,knee,1,1971.41528081984
02270118270522,human_9_exo_load2,1.6,knee,0,4085.15848130576
02270118330131,human_9_exo_load2,2.0754,ank,1,2524.83492256462
02270118280132,human_9_exo_load2,2.0754,ank,0,4635.9385568801
02270118290231,human_9_exo_load2,2.1,ank,1,2553.26900940691
02270118240232,human_9_exo_load2,2.1,ank,0,4663.970300502
02270118320331,human_9_exo_load2,2.2,ank,1,2668.72327007679
02270118270332,human_9_exo_load2,2.2,ank,0,4777.37808865204
02270118380431,human_9_exo_load2,1.8,ank,1,2205.22848434379
02270118330432,human_9_exo_load2,1.8,ank,0,4318.85033383673
02270118360531,human_9_exo_load2,1.6,ank,1,1971.41528081984
02270118300532,human_9_exo_load2,1.6,ank,0,4085.15848130576
02270118300141,human_9_exo_load2,2.0754,hk,1,2524.83492256462
02270118260142,human_9_exo_load2,2.0754,hk,0,4635.9385568801
02270118330241,human_9_exo_load2,2.1,hk,1,2553.26900940691
02270118290242,human_9_exo_load2,2.1,hk,0,4663.970300502
02270118320341,human_9_exo_load2,2.2,hk,1,2668.72327007679
02270118270342,human_9_exo_load2,2.2,hk,0,4777.37808865204
02270118300441,human_9_exo_load2,1.8,hk,1,2205.22848434379
02270118260442,human_9_exo_load2,1.8,hk,0,4318.85033383673
02270118330541,human_9_exo_load2,1.6,hk,1,1971.41528081984
02270118280542,human_9_exo_load2,1.6,hk,0,4085.15848130576
02270118340151,human_9_exo_load2,2.0754,ha,1,2524.83492256462
02270118280152,human_9_exo_load2,2.0754,ha,0,4635.9385568801
02270118350251,human_9_exo_load2,2.1,ha,1,2553.26900940691
02270118290252,human_9_exo_load2,2.1,ha,0,4663.970300502
02270118370351,human_9_exo_load2,2.2,ha,1,2668.72327007679
02270118310352,human_9_exo_load2,2.2,ha,0,4777.37808865204
02270118370451,human_9_exo_load2,1.8,ha,1,2205.22848434379
02270118310452,human_9_exo_load2,1.8,ha,0,4318.85033383673
02270118370551,human_9_exo_load2,1.6,ha,1,1971.41528081984
02270118320552,human_9_exo_load2,1.6,ha,0,4085.15848130576
02270118360161,human_9_exo_load2,2.0754,ka,1,2524.83492256462
02270118310162,human_9_exo_load2,2.0754,ka,0,4635.9385568801
02270118370261,human_9_exo_load2,2.1,ka,1,2553.26900940691
02270118310262,human_9_exo_load2,2.1,ka,0,4663.970300502
02270118360361,human_9_exo_load2,2.2,ka,1,2668.72327007679
02270118310362,human_9_exo_load2,2.2,ka,0,4777.37808865204
02270118390461,human_9_exo_load2,1.8,ka,1,2205.22848434379
02270118340462,human_9_exo_load2,1.8,ka,0,4318.85033383673
02270118340561,human_9_exo_load2,1.6,ka,1,1971.41528081984
02270118300562,human_9_exo_load2,1.6,ka,0,4085.15848130576
02270118230101,human_9_exo_load3,2.0754,base,1,3037.3025891087
02270118240102,human_9_exo_load3,2.0754,base,0,5653.51949187836
02270118310201,human_9_exo_load3,2.1,base,1,3071.42605924806
02270118310202,human_9_exo_load3,2.1,base,0,5687.14686182827
02270118310301,human_9_exo_load3,2.2,base,1,3209.92947688055
02270118320302,human_9_exo_load3,2.2,base,0,5823.20803734698
02270118310401,human_9_exo_load3,1.8,base,1,2653.49164277399
02270118310402,human_9_exo_load3,1.8,base,0,5273.20726122308
02270118320501,human_9_exo_load3,1.6,base,1,2372.49016389865
02270118310502,human_9_exo_load3,1.6,base,0,4992.98208697662
02270118320111,human_9_exo_load3,2.0754,hip,1,3037.3025891087
02270118320112,human_9_exo_load3,2.0754,hip,0,5653.51949187836
02270118310211,human_9_exo_load3,2.1,hip,1,3071.42605924806
02270118320212,human_9_exo_load3,2.1,hip,0,5687.14686182827
02270118310311,human_9_exo_load3,2.2,hip,1,3209.92947688055
02270118320312,human_9_exo_load3,2.2,hip,0,5823.20803734698
02270118320411,human_9_exo_load3,1.8,hip,1,2653.49164277399
02270118330412,human_9_exo_load3,1.8,hip,0,5273.20726122308
02270118330511,human_9_exo_load3,1.6,hip,1,2372.49016389865
02270118330512,human_9_exo_load3,1.6,hip,0,4992.98208697662
02270118340121,human_9_exo_load3,2.0754,knee,1,3037.3025891087
02270118320122,human_9_exo_load3,2.0754,knee,0,5653.51949187836
02270118320221,human_9_exo_load3,2.1,knee,1,3071.42605924806
02270118340222,human_9_exo_load3,2.1,knee,0,5687.14686182827
02270118330321,human_9_exo_load3,2.2,knee,1,3209.92947688055
02270118350322,human_9_exo_load3,2.2,knee,0,5823.20803734698
02270118350421,human_9_exo_load3,1.8,knee,1,2653.49164277399
02270118340422,human_9_exo_load3,1.8,knee,0,5273.20726122308
02270118250521,human_9_exo_load3,1.6,knee,1,2372.49016389865
02270118320522,human_9_exo_load3,1.6,knee,0,4992.98208697662
02270118350131,human_9_exo_load3,2.0754,ank,1,3037.3025891087
02270118350132,human_9_exo_load3,2.0754,ank,0,5653.51949187836
02270118340231,human_9_exo_load3,2.1,ank,1,3071.42605924806
02270118350232,human_9_exo_load3,2.1,ank,0,5687.14686182827
02270118340331,human_9_exo_load3,2.2,ank,1,3209.92947688055
02270118350332,human_9_exo_load3,2.2,ank,0,5823.20803734698
02270118360431,human_9_exo_load3,1.8,ank,1,2653.49164277399
