Var1,Var2,Var3,Var4,Var5,Var6
02270118350432,human_9_exo_load3,1.8,ank,0,5273.20726122308
02270118360531,human_9_exo_load3,1.6,ank,1,2372.49016389865
02270118350532,human_9_exo_load3,1.6,ank,0,4992.98208697662
02270118380141,human_9_exo_load3,2.0754,hk,1,3037.3025891087
02270118380142,human_9_exo_load3,2.0754,hk,0,5653.51949187836
02270118370241,human_9_exo_load3,2.1,hk,1,3071.42605924806
02270118350242,human_9_exo_load3,2.1,hk,0,5687.14686182827
02270118270341,human_9_exo_load3,2.2,hk,1,3209.92947688055
02270118360342,human_9_exo_load3,2.2,hk,0,5823.20803734698
02270118380441,human_9_exo_load3,1.8,hk,1,2653.49164277399
02270118370442,human_9_exo_load3,1.8,hk,0,5273.20726122308
02270118360541,human_9_exo_load3,1.6,hk,1,2372.49016389865
02270118370542,human_9_exo_load3,1.6,hk,0,4992.98208697662
02270118370151,human_9_exo_load3,2.0754,ha,1,3037.3025891087
02270118380152,human_9_exo_load3,2.0754,ha,0,5653.51949187836
02270118380251,human_9_exo_load3,2.1,ha,1,3071.42605924806
02270118380252,human_9_exo_load3,2.1,ha,0,5687.14686182827
02270118390351,human_9_exo_load3,2.2,ha,1,3209.92947688055
02270118390352,human_9_exo_load3,2.2,ha,0,5823.20803734698
02270118390451,human_9_exo_load3,1.8,ha,1,2653.49164277399
02270118390452,human_9_exo_load3,1.8,ha,0,5273.20726122308
02270118400551,human_9_exo_load3,1.6,ha,1,2372.49016389865
02270118390552,human_9_exo_load3,1.6,ha,0,4992.98208697662
02270118420161,human_9_exo_load3,2.0754,ka,1,3037.3025891087
02270118420162,human_9_exo_load3,2.0754,ka,0,5653.51949187836
02270118280261,human_9_exo_load3,2.1,ka,1,3071.42605924806
02270118430262,human_9_exo_load3,2.1,ka,0,5687.14686182827
02270118430361,human_9_exo_load3,2.2,ka,1,3209.92947688055
02270118430362,human_9_exo_load3,2.2,ka,0,5823.20803734698
02270118300461,human_9_exo_load3,1.8,ka,1,2653.49164277399
02270118440462,human_9_exo_load3,1.8,ka,0,5273.20726122308
02270118410561,human_9_exo_load3,1.6,ka,1,2372.49016389865
02270118430562,human_9_exo_load3,1.6,ka,0,4992.98208697662
